sparql_neg,ques_neg,type
SELECT ?answer WHERE { wd:Q36117 wdt:P206 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 2.16) }},What Place with geographical coordinates at less than 2.16 degrees isn't located on the coast of Borneo,num
SELECT ?answer WHERE { wd:Q36117 wdt:P206 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 1.95 && xsd:float(?x) <=4.05) }},What Place with geographical coordinates at between 1.95 and 4.05 degrees isn't located on the coast of Borneo,num
SELECT ?answer WHERE { wd:Q36117 wdt:P206 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 4.05) }},What Place with geographical coordinates at greater than 4.05 degrees isn't located on the coast of Borneo,num
SELECT ?answer WHERE { wd:Q36117 wdt:P206 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 1.95) }},What Place with geographical coordinates at less than 1.95 degrees isn't located on the coast of Borneo,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 33.213369 && xsd:float(?x) <=38.21323099999999) }},Which school is Harry Glicken s alma mater and Isn't located at between 33.213369 and 38.21323099999999 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 38.21323099999999) }},Which school is Harry Glicken s alma mater and Isn't located at greater than 38.21323099999999 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 33.213369) }},Which school is Harry Glicken s alma mater and Isn't located at less than 33.213369 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 30.713437999999996 && xsd:float(?x) <=40.713162) }},Which school is Harry Glicken s alma mater and Isn't located at between 30.713437999999996 and 40.713162 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 40.713162) }},Which school is Harry Glicken s alma mater and Isn't located at greater than 40.713162 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 30.713437999999996) }},Which school is Harry Glicken s alma mater and Isn't located at less than 30.713437999999996 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 28.213506999999996 && xsd:float(?x) <=43.21309299999999) }},Which school is Harry Glicken s alma mater and Isn't located at between 28.213506999999996 and 43.21309299999999 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 43.21309299999999) }},Which school is Harry Glicken s alma mater and Isn't located at greater than 43.21309299999999 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 28.213506999999996) }},Which school is Harry Glicken s alma mater and Isn't located at less than 28.213506999999996 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 25.713575999999996 && xsd:float(?x) <=45.71302399999999) }},Which school is Harry Glicken s alma mater and Isn't located at between 25.713575999999996 and 45.71302399999999 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 45.71302399999999) }},Which school is Harry Glicken s alma mater and Isn't located at greater than 45.71302399999999 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 25.713575999999996) }},Which school is Harry Glicken s alma mater and Isn't located at less than 25.713575999999996 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 23.213645 && xsd:float(?x) <=48.212954999999994) }},Which school is Harry Glicken s alma mater and Isn't located at between 23.213645 and 48.212954999999994 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 48.212954999999994) }},Which school is Harry Glicken s alma mater and Isn't located at greater than 48.212954999999994 ,num
SELECT ?answer WHERE { wd:Q1452793 wdt:P69 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 23.213645) }},Which school is Harry Glicken s alma mater and Isn't located at less than 23.213645 ,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1804 && YEAR(?x) <=2074) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2074) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1804) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1668 && YEAR(?x) <=2210) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2210) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1668) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1532 && YEAR(?x) <=2346) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2346) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1532) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1396 && YEAR(?x) <=2481) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2481) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1396) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1260 && YEAR(?x) <=2617) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2617) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q299208 wdt:P264 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1260) }},What is the label That didn't represent Sonny Rollins in 1939,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 1402 && YEAR(?x) <=1612) }},What is the name of the county seat of Herat That wasn't disestablished in between 1402 and 1612 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 1612) }},What is the name of the county seat of Herat That wasn't disestablished in after 1612 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) <= 1402) }},What is the name of the county seat of Herat That wasn't disestablished in before 1402 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 1296 && YEAR(?x) <=1717) }},What is the name of the county seat of Herat That wasn't disestablished in between 1296 and 1717 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 1717) }},What is the name of the county seat of Herat That wasn't disestablished in after 1717 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) <= 1296) }},What is the name of the county seat of Herat That wasn't disestablished in before 1296 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 1191 && YEAR(?x) <=1823) }},What is the name of the county seat of Herat That wasn't disestablished in between 1191 and 1823 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 1823) }},What is the name of the county seat of Herat That wasn't disestablished in after 1823 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) <= 1191) }},What is the name of the county seat of Herat That wasn't disestablished in before 1191 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 1085 && YEAR(?x) <=1928) }},What is the name of the county seat of Herat That wasn't disestablished in between 1085 and 1928 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 1928) }},What is the name of the county seat of Herat That wasn't disestablished in after 1928 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) <= 1085) }},What is the name of the county seat of Herat That wasn't disestablished in before 1085 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 980 && YEAR(?x) <=2034) }},What is the name of the county seat of Herat That wasn't disestablished in between 980 and 2034 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) >= 2034) }},What is the name of the county seat of Herat That wasn't disestablished in after 2034 ,num
SELECT ?answer WHERE { wd:Q45313 wdt:P1376 ?answer . MINUS { ?answer wdt:P576 ?x FILTER(YEAR(?x) <= 980) }},What is the name of the county seat of Herat That wasn't disestablished in before 980 ,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 1816 && YEAR(?x) <=2088) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 2088) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) <= 1816) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 1679 && YEAR(?x) <=2225) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 2225) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) <= 1679) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 1542 && YEAR(?x) <=2361) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 2361) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) <= 1542) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 1406 && YEAR(?x) <=2498) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 2498) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) <= 1406) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 1269 && YEAR(?x) <=2635) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) >= 2635) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q229046 wdt:P1344 ?answer . MINUS { ?answer wdt:P582 ?x FILTER(YEAR(?x) <= 1269) }},Who took part of Fanny Blankers Koen Which didn't dissolve on August 3rd 1952,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 71.830782 && xsd:float(?x) <=82.64401799999999) }},Which Tributary of the Ili River doesn't have coordinates of between 71.830782 and 82.64401799999999  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 82.64401799999999) }},Which Tributary of the Ili River doesn't have coordinates of greater than 82.64401799999999  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 71.830782) }},Which Tributary of the Ili River doesn't have coordinates of less than 71.830782  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 66.42416399999999 && xsd:float(?x) <=88.050636) }},Which Tributary of the Ili River doesn't have coordinates of between 66.42416399999999 and 88.050636  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 88.050636) }},Which Tributary of the Ili River doesn't have coordinates of greater than 88.050636  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 66.42416399999999) }},Which Tributary of the Ili River doesn't have coordinates of less than 66.42416399999999  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 61.017545999999996 && xsd:float(?x) <=93.45725399999999) }},Which Tributary of the Ili River doesn't have coordinates of between 61.017545999999996 and 93.45725399999999  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 93.45725399999999) }},Which Tributary of the Ili River doesn't have coordinates of greater than 93.45725399999999  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 61.017545999999996) }},Which Tributary of the Ili River doesn't have coordinates of less than 61.017545999999996  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 55.610927999999994 && xsd:float(?x) <=98.86387199999999) }},Which Tributary of the Ili River doesn't have coordinates of between 55.610927999999994 and 98.86387199999999  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 98.86387199999999) }},Which Tributary of the Ili River doesn't have coordinates of greater than 98.86387199999999  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 55.610927999999994) }},Which Tributary of the Ili River doesn't have coordinates of less than 55.610927999999994  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 50.20430999999999 && xsd:float(?x) <=104.27049) }},Which Tributary of the Ili River doesn't have coordinates of between 50.20430999999999 and 104.27049  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 104.27049) }},Which Tributary of the Ili River doesn't have coordinates of greater than 104.27049  degrees,num
SELECT ?answer WHERE { wd:Q192567 wdt:P974 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 50.20430999999999) }},Which Tributary of the Ili River doesn't have coordinates of less than 50.20430999999999  degrees,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 1861 && YEAR(?x) <=2141) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 2141) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) <= 1861) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 1721 && YEAR(?x) <=2281) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 2281) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) <= 1721) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 1581 && YEAR(?x) <=2421) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 2421) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) <= 1581) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 1441 && YEAR(?x) <=2561) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 2561) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) <= 1441) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 1301 && YEAR(?x) <=2701) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) >= 2701) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q236821 wdt:P400 ?answer . MINUS { ?answer wdt:P577 ?x FILTER(YEAR(?x) <= 1301) }},Which Edition of Silent Hill didn't have an initial release date of November 15th 2001,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1433 && YEAR(?x) <=1647) }},Which Titian s disciple wasn't born in between 1433 and 1647 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1647) }},Which Titian s disciple wasn't born in after 1647 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1433) }},Which Titian s disciple wasn't born in before 1433 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1325 && YEAR(?x) <=1755) }},Which Titian s disciple wasn't born in between 1325 and 1755 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1755) }},Which Titian s disciple wasn't born in after 1755 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1325) }},Which Titian s disciple wasn't born in before 1325 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1217 && YEAR(?x) <=1863) }},Which Titian s disciple wasn't born in between 1217 and 1863 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1863) }},Which Titian s disciple wasn't born in after 1863 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1217) }},Which Titian s disciple wasn't born in before 1217 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1109 && YEAR(?x) <=1971) }},Which Titian s disciple wasn't born in between 1109 and 1971 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1971) }},Which Titian s disciple wasn't born in after 1971 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1109) }},Which Titian s disciple wasn't born in before 1109 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1001 && YEAR(?x) <=2079) }},Which Titian s disciple wasn't born in between 1001 and 2079 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 2079) }},Which Titian s disciple wasn't born in after 2079 ,num
SELECT ?answer WHERE { wd:Q47551 wdt:P802 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1001) }},Which Titian s disciple wasn't born in before 1001 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 9.7371 && xsd:float(?x) <=11.2029) }},Which is made from of vinegar That doesn't have ionisation potential of between 9.7371 and 11.2029 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 11.2029) }},Which is made from of vinegar That doesn't have ionisation potential of greater than 11.2029 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) <= 9.7371) }},Which is made from of vinegar That doesn't have ionisation potential of less than 9.7371 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 9.0042 && xsd:float(?x) <=11.9358) }},Which is made from of vinegar That doesn't have ionisation potential of between 9.0042 and 11.9358 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 11.9358) }},Which is made from of vinegar That doesn't have ionisation potential of greater than 11.9358 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) <= 9.0042) }},Which is made from of vinegar That doesn't have ionisation potential of less than 9.0042 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 8.2713 && xsd:float(?x) <=12.668700000000001) }},Which is made from of vinegar That doesn't have ionisation potential of between 8.2713 and 12.668700000000001 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 12.668700000000001) }},Which is made from of vinegar That doesn't have ionisation potential of greater than 12.668700000000001 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) <= 8.2713) }},Which is made from of vinegar That doesn't have ionisation potential of less than 8.2713 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 7.5384 && xsd:float(?x) <=13.4016) }},Which is made from of vinegar That doesn't have ionisation potential of between 7.5384 and 13.4016 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 13.4016) }},Which is made from of vinegar That doesn't have ionisation potential of greater than 13.4016 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) <= 7.5384) }},Which is made from of vinegar That doesn't have ionisation potential of less than 7.5384 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 6.8055 && xsd:float(?x) <=14.1345) }},Which is made from of vinegar That doesn't have ionisation potential of between 6.8055 and 14.1345 ,num
